Jan/2020,264
Feb/2020,424
Mar/2020,253
Apr/2020,783
May/2020,441
Jun/2020,261
Jul/2020,341
Aug/2020,341
Sept/2020,636
Oct/2020,126
Nov/2020,81
Dec/2020,251
